NPG,NPxG,NPxG90,NPxG90xA90,a,apps,goals,id,min,number,player,team,xA,xA90,xG,xG90,xG90xA90,xGBuildup,xGBuildup90,xGChain,xGChain90
1,1.5883700717240572,0.18049659905955195,0.38641520331359724,2,13,5,6963,792,15,Justin Kluivert,Bournemouth,1.8120837174355984,0.20591860425404526,4.633045492693782,0.5264824423515662,0.7324010466056113,2.3792747985571623,0.27037213619967754,4.822027858346701,0.5479577111757614
4,3.753593575209379,0.3321764225849008,1.083747561592444,10,12,5,7322,1017,16,Bukayo Saka,Arsenal,8.492753870785236,0.751571139007543,4.514762427657843,0.39953649802281793,1.151107637030361,3.9378001615405083,0.34847789040181487,9.807292774319649,0.8679020154265176
5,3.726059975102544,0.4909888693400131,0.7740419226702668,2,12,5,10408,683,17,Luis Díaz,Liverpool,2.1480581713840365,0.2830530533302537,3.726059975102544,0.4909888693400131,0.7740419226702668,3.6091520935297012,0.47558373121182007,8.706535272300243,1.1472740475944683
5,6.741473689675331,0.6696828168551654,0.7630356439444798,0,12,5,10760,906,18,Brennan Johnson,Tottenham,0.9397517926990986,0.09335282708931443,6.741473689675331,0.6696828168551654,0.7630356439444798,2.2071265764534473,0.21925098441590538,9.249136313796043,0.9187883755426534
3,2.571368023753166,0.22845323014588842,0.3593486548941086,2,12,4,755,1013,19,Jamie Vardy,Leicester,1.473300725221634,0.1308954247482202,3.332536891102791,0.2960792894365757,0.4269747141847959,0.13547837175428867,0.012036577944606101,4.180147141218185,0.3713852346590688
4,6.360606539994478,0.6417652338559451,0.7618085064010636,2,10,4,1679,892,20,Dominic Solanke,Tottenham,1.1897622123360634,0.1200432725451185,6.360606539994478,0.6417652338559451,0.7618085064010636,1.662315271794796,0.16772239289409377,7.841691687703133,0.7912020761135448
3,5.017547510564327,0.6053341500680823,0.9514155514518313,2,12,4,4105,746,21,Raúl Jiménez,Fulham,2.8686302825808525,0.346081401383749,5.778716363012791,0.6971641724814359,1.043245573865185,1.8136462904512882,0.21880451225283637,8.05890517681837,0.9722539757555675
4,5.2994729690253735,0.5426081538251235,0.6817873574971339,2,11,4,5232,879,22,Alexander Isak,Newcastle United,1.3593168891966343,0.13917920367201034,5.2994729690253735,0.5426081538251235,0.6817873574971339,0.5932474099099636,0.060742055622180574,6.241050437092781,0.6390154031153018
4,2.039169277995825,0.3023479983848834,0.5590778789935631,1,13,4,6681,607,23,Harvey Barnes,Newcastle United,1.7315004169940948,0.25672988060867963,2.039169277995825,0.3023479983848834,0.5590778789935631,1.5801351703703403,0.23428692806150023,4.705886650830507,0.6977426665152318
4,2.3949025217443705,0.48111881017186015,0.8105960677494295,2,7,4,8272,448,24,João Pedro,Brighton,1.6400645710527897,0.32947725757756935,2.3949025217443705,0.48111881017186015,0.8105960677494295,1.8672541305422783,0.37511801729643984,4.836669590324163,0.9716523730561936
